location_type,industry_hint,business_size,cleaning_needs_m2,budget_eur,prior_cleaning_machine,usage_frequency,dirt_type,eco_preference,price_sensitivity,customer_segment
urban,persoana_fizica,1,136,171,nu,zilnic,medie,da,ridicat,persoana_fizica
urban,horeca,97,19000,2361,nu,zilnic,usoara,da,ridicat,horeca
periurban,industrial,112,16620,6792,da,lunar,medie,da,mediu,firma_curatenie
periurban,firm_curatenie,128,16935,3844,da,saptamanal,medie,nu,ridicat,firma_curatenie
urban,industrial,19,1399,5044,da,saptamanal,usoara,da,ridicat,firma_curatenie
urban,persoana_fizica,1,16,199,da,zilnic,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,3,194,154,nu,lunar,medie,da,mediu,horeca
urban,firm_curatenie,35,5460,372,da,ocazional,medie,da,scazut,horeca
urban,persoana_fizica,4,196,162,da,lunar,greu,nu,mediu,persoana_fizica
urban,horeca,64,9300,1111,nu,saptamanal,usoara,nu,scazut,horeca
urban,firm_curatenie,135,16221,112,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,85,193,nu,zilnic,medie,nu,ridicat,persoana_fizica
urban,industrial,226,13494,3372,nu,zilnic,usoara,da,ridicat,firma_curatenie
urban,persoana_fizica,2,208,310,nu,lunar,medie,nu,scazut,persoana_fizica
urban,persoana_fizica,4,357,131,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,firm_curatenie,118,18635,2670,nu,lunar,usoara,da,ridicat,firma_curatenie
urban,horeca,28,4187,3976,da,saptamanal,medie,nu,mediu,horeca
periurban,firm_curatenie,159,18947,3337,da,ocazional,medie,nu,ridicat,firma_curatenie
urban,persoana_fizica,5,831,185,nu,ocazional,greu,da,ridicat,persoana_fizica
urban,industrial,495,57869,8957,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,579,244,nu,zilnic,medie,da,scazut,firma_curatenie
urban,firm_curatenie,171,8767,3139,nu,saptamanal,usoara,nu,scazut,firma_curatenie
urban,horeca,30,4370,6591,da,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,1,80,190,nu,ocazional,greu,da,scazut,persoana_fizica
rural,horeca,124,7812,3256,nu,saptamanal,medie,nu,mediu,horeca
urban,retail,6,265,2065,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,retail,31,3564,4350,da,saptamanal,medie,da,mediu,firma_curatenie
urban,persoana_fizica,1,50,408,da,saptamanal,greu,nu,ridicat,persoana_fizica
urban,horeca,5,240,4101,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,horeca,54,10702,584,da,ocazional,usoara,nu,mediu,firma_curatenie
rural,firm_curatenie,114,18505,1116,da,zilnic,usoara,da,ridicat,firma_curatenie
urban,horeca,143,21760,4739,nu,lunar,greu,nu,mediu,firma_curatenie
rural,horeca,78,12547,1283,da,lunar,usoara,da,scazut,horeca
rural,persoana_fizica,3,582,151,nu,zilnic,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,1,118,149,nu,ocazional,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,168,8710,1922,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,horeca,60,10429,3385,nu,lunar,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,115,17378,110,nu,lunar,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,25,2217,472,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,retail,15,1499,695,nu,zilnic,greu,nu,scazut,firma_curatenie
urban,firm_curatenie,13,1145,615,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,horeca,143,26696,3024,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,firm_curatenie,74,5570,2194,nu,zilnic,medie,da,mediu,firma_curatenie
urban,retail,3,579,3715,da,lunar,medie,nu,scazut,horeca
periurban,persoana_fizica,5,914,244,da,lunar,medie,nu,scazut,persoana_fizica
urban,firm_curatenie,60,7787,1417,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,5,600,218,nu,zilnic,medie,da,mediu,persoana_fizica
urban,persoana_fizica,3,240,284,da,saptamanal,medie,nu,ridicat,persoana_fizica
urban,industrial,379,5110,4317,nu,zilnic,greu,nu,mediu,horeca
periurban,firm_curatenie,132,4520,1689,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,retail,49,7511,1366,da,ocazional,usoara,nu,mediu,firma_curatenie
periurban,industrial,387,38542,2585,nu,zilnic,medie,nu,ridicat,firma_curatenie
urban,industrial,334,12848,7056,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,120,199,nu,lunar,greu,da,ridicat,persoana_fizica
periurban,persoana_fizica,4,760,356,nu,zilnic,medie,da,ridicat,persoana_fizica
periurban,horeca,36,2871,1984,da,zilnic,medie,nu,mediu,horeca
rural,retail,66,12042,3413,nu,lunar,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,2,135,230,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,persoana_fizica,2,226,192,nu,lunar,usoara,nu,scazut,persoana_fizica
periurban,horeca,85,1180,2346,nu,lunar,usoara,da,scazut,horeca
urban,persoana_fizica,5,545,248,nu,saptamanal,medie,nu,mediu,persoana_fizica
rural,retail,62,8123,3151,da,ocazional,medie,da,ridicat,firma_curatenie
periurban,firm_curatenie,145,7905,2201,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,retail,3,359,3010,nu,saptamanal,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,1,132,202,nu,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,retail,35,4917,530,da,zilnic,medie,nu,ridicat,firma_curatenie
urban,horeca,42,6615,3126,nu,saptamanal,medie,nu,mediu,horeca
rural,horeca,29,2005,2597,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,industrial,419,49390,10838,da,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,horeca,63,12379,3950,da,saptamanal,greu,nu,ridicat,firma_curatenie
urban,retail,94,16980,2741,nu,lunar,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,1,191,237,nu,lunar,usoara,nu,scazut,persoana_fizica
urban,persoana_fizica,5,416,118,da,saptamanal,medie,nu,mediu,persoana_fizica
urban,horeca,131,20896,2085,nu,saptamanal,greu,nu,mediu,firma_curatenie
rural,persoana_fizica,1,127,173,da,saptamanal,usoara,nu,mediu,persoana_fizica
urban,horeca,61,1568,3582,nu,zilnic,medie,nu,mediu,horeca
urban,firm_curatenie,181,30146,1565,da,lunar,medie,nu,mediu,firma_curatenie
rural,horeca,52,7209,2247,nu,zilnic,medie,nu,scazut,horeca
rural,firm_curatenie,76,3632,932,nu,zilnic,medie,da,scazut,firma_curatenie
urban,industrial,442,11116,5075,nu,zilnic,usoara,nu,ridicat,firma_curatenie
urban,industrial,440,74375,5496,da,lunar,usoara,da,mediu,firma_curatenie
urban,horeca,60,1499,3642,da,zilnic,medie,nu,mediu,horeca
urban,persoana_fizica,1,27,144,nu,lunar,usoara,nu,mediu,firma_curatenie
urban,horeca,16,1459,3556,nu,zilnic,medie,nu,mediu,horeca
urban,persoana_fizica,5,178,116,nu,lunar,usoara,nu,mediu,persoana_fizica
periurban,retail,90,16523,2237,nu,ocazional,medie,da,mediu,firma_curatenie
periurban,industrial,399,39642,5904,nu,saptamanal,medie,nu,ridicat,firma_curatenie
periurban,horeca,93,10986,2611,da,lunar,greu,da,mediu,firma_curatenie
urban,retail,67,12484,625,da,lunar,medie,da,ridicat,persoana_fizica
urban,horeca,29,3211,836,da,lunar,usoara,nu,scazut,horeca
urban,industrial,266,20530,5662,da,lunar,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,164,26479,2579,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,188,227,nu,saptamanal,medie,nu,scazut,persoana_fizica
periurban,persoana_fizica,2,141,248,da,ocazional,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,3,442,177,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,53,8602,2738,nu,ocazional,medie,nu,scazut,firma_curatenie
urban,industrial,156,25026,6008,nu,saptamanal,greu,da,ridicat,firma_curatenie
periurban,firm_curatenie,64,12528,1360,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,3,478,241,nu,lunar,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,161,25162,2296,da,lunar,usoara,nu,scazut,firma_curatenie
urban,horeca,6,1037,5508,nu,saptamanal,medie,da,ridicat,horeca
periurban,persoana_fizica,1,10,310,nu,zilnic,medie,nu,mediu,horeca
urban,horeca,149,11750,2861,da,lunar,medie,nu,scazut,horeca
periurban,firm_curatenie,192,28827,1582,da,ocazional,usoara,nu,mediu,firma_curatenie
periurban,firm_curatenie,114,14129,3559,nu,lunar,medie,nu,ridicat,firma_curatenie
urban,horeca,65,2843,3827,nu,zilnic,usoara,nu,ridicat,horeca
urban,retail,19,1286,2291,da,zilnic,usoara,nu,mediu,firma_curatenie
rural,retail,51,3773,113,nu,ocazional,usoara,nu,mediu,persoana_fizica
urban,firm_curatenie,80,9430,1244,da,zilnic,medie,da,mediu,firma_curatenie
urban,horeca,135,22680,1762,da,saptamanal,usoara,nu,scazut,firma_curatenie
periurban,firm_curatenie,47,8797,1853,nu,zilnic,usoara,nu,mediu,firma_curatenie
rural,firm_curatenie,61,9303,2618,da,saptamanal,usoara,nu,scazut,firma_curatenie
rural,persoana_fizica,2,340,261,da,saptamanal,usoara,nu,mediu,persoana_fizica
periurban,persoana_fizica,4,397,320,nu,zilnic,usoara,da,mediu,horeca
urban,firm_curatenie,182,15298,2931,da,lunar,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,41,3469,699,nu,saptamanal,medie,da,ridicat,firma_curatenie
periurban,firm_curatenie,50,6352,3030,nu,saptamanal,medie,da,mediu,firma_curatenie
urban,retail,44,1478,4579,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,industrial,280,33629,10051,da,ocazional,medie,nu,ridicat,firma_curatenie
rural,firm_curatenie,165,22501,787,da,lunar,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,84,7844,1808,nu,zilnic,usoara,nu,scazut,firma_curatenie
urban,retail,13,2484,3653,nu,zilnic,medie,da,mediu,firma_curatenie
urban,industrial,256,32143,1524,nu,saptamanal,medie,da,scazut,firma_curatenie
urban,horeca,28,1450,412,nu,ocazional,greu,nu,ridicat,horeca
urban,firm_curatenie,129,13035,2313,da,saptamanal,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,196,27112,1324,nu,zilnic,medie,da,scazut,firma_curatenie
urban,persoana_fizica,2,142,69,nu,lunar,medie,nu,ridicat,persoana_fizica
urban,horeca,69,1734,4844,nu,lunar,greu,nu,scazut,firma_curatenie
periurban,firm_curatenie,92,11118,2164,da,saptamanal,greu,nu,ridicat,firma_curatenie
urban,persoana_fizica,1,190,158,nu,zilnic,usoara,da,mediu,horeca
rural,firm_curatenie,149,15222,1036,da,zilnic,usoara,nu,scazut,firma_curatenie
urban,retail,91,16576,2709,nu,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,65,10962,3773,da,zilnic,usoara,da,mediu,horeca
periurban,firm_curatenie,19,722,2325,nu,ocazional,medie,da,mediu,firma_curatenie
urban,persoana_fizica,3,433,78,nu,zilnic,usoara,da,scazut,horeca
rural,horeca,31,2874,3715,nu,lunar,medie,nu,mediu,firma_curatenie
urban,industrial,223,12832,7083,nu,saptamanal,usoara,nu,mediu,firma_curatenie
rural,persoana_fizica,2,281,172,da,saptamanal,usoara,da,mediu,persoana_fizica
urban,horeca,65,9821,4559,nu,ocazional,greu,nu,mediu,horeca
periurban,persoana_fizica,2,88,131,nu,lunar,usoara,nu,mediu,persoana_fizica
urban,horeca,35,6431,4935,nu,ocazional,usoara,nu,scazut,horeca
rural,industrial,228,34819,5396,nu,zilnic,usoara,nu,scazut,firma_curatenie
urban,horeca,16,2997,2255,da,zilnic,greu,nu,ridicat,horeca
urban,persoana_fizica,1,70,174,nu,zilnic,medie,nu,mediu,horeca
rural,firm_curatenie,185,34867,2999,da,saptamanal,medie,nu,scazut,firma_curatenie
urban,horeca,65,5201,3355,nu,saptamanal,medie,da,scazut,firma_curatenie
urban,retail,48,972,3274,da,ocazional,usoara,nu,mediu,horeca
urban,retail,87,13481,3789,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,84,12067,1474,da,ocazional,usoara,da,scazut,firma_curatenie
urban,firm_curatenie,139,17180,2127,da,saptamanal,medie,da,mediu,firma_curatenie
urban,retail,6,618,2230,nu,lunar,medie,nu,mediu,horeca
rural,industrial,484,7797,8051,da,saptamanal,usoara,da,ridicat,persoana_fizica
urban,firm_curatenie,56,7205,1617,da,zilnic,usoara,da,scazut,firma_curatenie
urban,persoana_fizica,1,89,203,nu,ocazional,usoara,nu,mediu,persoana_fizica
rural,horeca,116,13507,6443,nu,zilnic,usoara,nu,scazut,firma_curatenie
periurban,retail,86,7875,4042,nu,lunar,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,40,7742,964,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,186,23209,2901,da,ocazional,usoara,nu,scazut,firma_curatenie
urban,retail,56,8531,3326,da,lunar,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,123,23112,899,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,1,122,191,nu,saptamanal,medie,da,mediu,persoana_fizica
urban,horeca,79,971,1578,nu,zilnic,medie,da,mediu,horeca
urban,horeca,109,1800,50,da,saptamanal,medie,nu,scazut,horeca
urban,horeca,121,17356,2781,da,zilnic,usoara,da,scazut,firma_curatenie
rural,persoana_fizica,3,189,159,nu,saptamanal,medie,nu,scazut,persoana_fizica
rural,firm_curatenie,116,13929,899,da,zilnic,usoara,nu,mediu,firma_curatenie
urban,persoana_fizica,3,145,199,nu,ocazional,usoara,nu,mediu,persoana_fizica
urban,retail,29,1779,50,nu,saptamanal,greu,nu,scazut,firma_curatenie
urban,retail,39,4129,2549,nu,ocazional,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,50,9767,2015,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,firm_curatenie,117,14869,2678,da,lunar,medie,nu,ridicat,firma_curatenie
urban,horeca,39,7326,595,nu,saptamanal,usoara,nu,ridicat,persoana_fizica
rural,horeca,136,26150,6209,nu,saptamanal,medie,da,mediu,firma_curatenie
periurban,horeca,84,4161,5633,nu,ocazional,medie,da,scazut,horeca
rural,persoana_fizica,5,345,138,nu,ocazional,usoara,da,mediu,persoana_fizica
periurban,firm_curatenie,158,24695,3459,nu,zilnic,usoara,da,mediu,firma_curatenie
urban,firm_curatenie,125,21835,2857,nu,ocazional,medie,nu,ridicat,firma_curatenie
urban,horeca,126,13690,2340,da,lunar,medie,nu,mediu,horeca
rural,persoana_fizica,1,198,151,da,ocazional,medie,nu,mediu,persoana_fizica
periurban,firm_curatenie,177,2159,1468,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,persoana_fizica,2,133,426,nu,ocazional,medie,nu,mediu,persoana_fizica
urban,horeca,123,15793,5040,nu,ocazional,usoara,da,mediu,firma_curatenie
urban,retail,60,5949,2256,da,zilnic,greu,nu,scazut,firma_curatenie
periurban,retail,65,2090,2360,da,saptamanal,usoara,da,mediu,horeca
rural,horeca,104,8307,4271,nu,zilnic,medie,nu,mediu,horeca
urban,firm_curatenie,175,2596,2803,da,saptamanal,greu,da,scazut,firma_curatenie
urban,horeca,70,9248,1564,da,lunar,medie,nu,ridicat,horeca
urban,firm_curatenie,149,26763,2297,da,lunar,medie,nu,ridicat,firma_curatenie
rural,persoana_fizica,5,890,155,da,lunar,usoara,nu,scazut,persoana_fizica
periurban,retail,63,9003,2682,nu,saptamanal,medie,da,scazut,firma_curatenie
periurban,persoana_fizica,1,98,196,da,zilnic,usoara,nu,mediu,horeca
urban,retail,79,8475,3721,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,horeca,148,5330,2597,nu,lunar,usoara,da,mediu,horeca
urban,firm_curatenie,127,9498,2118,da,zilnic,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,91,50,da,zilnic,usoara,nu,ridicat,persoana_fizica
periurban,horeca,110,18263,3485,nu,saptamanal,usoara,nu,mediu,firma_curatenie
periurban,persoana_fizica,4,735,137,nu,zilnic,greu,nu,scazut,persoana_fizica
rural,horeca,76,8513,724,da,zilnic,greu,nu,mediu,firma_curatenie
rural,firm_curatenie,175,25948,3129,da,zilnic,medie,da,mediu,firma_curatenie
urban,industrial,135,4465,4874,da,ocazional,usoara,da,ridicat,firma_curatenie
periurban,firm_curatenie,174,21858,50,nu,zilnic,usoara,da,scazut,firma_curatenie
rural,industrial,214,30715,2649,da,ocazional,medie,da,mediu,firma_curatenie
periurban,industrial,322,30920,5015,nu,zilnic,usoara,nu,mediu,firma_curatenie
urban,retail,83,4666,2541,da,ocazional,medie,da,mediu,horeca
urban,persoana_fizica,3,530,160,nu,saptamanal,usoara,nu,scazut,persoana_fizica
urban,persoana_fizica,4,604,50,da,lunar,medie,nu,ridicat,persoana_fizica
rural,retail,15,2714,1837,nu,ocazional,medie,nu,mediu,persoana_fizica
urban,horeca,23,3806,4606,da,saptamanal,medie,nu,ridicat,horeca
urban,persoana_fizica,1,198,312,da,ocazional,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,3,139,151,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,horeca,58,1535,5825,nu,lunar,medie,da,ridicat,horeca
urban,horeca,108,7995,574,nu,saptamanal,medie,nu,ridicat,firma_curatenie
urban,horeca,90,3105,1784,nu,ocazional,usoara,da,ridicat,horeca
urban,persoana_fizica,2,218,271,da,lunar,greu,nu,scazut,persoana_fizica
urban,retail,63,8207,3380,nu,zilnic,medie,nu,mediu,firma_curatenie
periurban,firm_curatenie,91,10908,1990,da,saptamanal,medie,da,scazut,firma_curatenie
urban,industrial,267,15821,1642,da,ocazional,medie,nu,mediu,firma_curatenie
periurban,persoana_fizica,2,365,110,nu,lunar,usoara,da,scazut,persoana_fizica
urban,retail,77,1079,1629,nu,ocazional,greu,nu,mediu,firma_curatenie
urban,persoana_fizica,1,76,113,nu,zilnic,usoara,nu,ridicat,persoana_fizica
periurban,retail,80,11728,2656,nu,saptamanal,greu,nu,mediu,firma_curatenie
urban,firm_curatenie,84,13080,1907,nu,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,retail,13,1157,1106,da,zilnic,usoara,nu,scazut,horeca
urban,firm_curatenie,165,2180,1645,nu,saptamanal,medie,nu,ridicat,persoana_fizica
periurban,retail,9,1146,50,nu,saptamanal,greu,nu,scazut,persoana_fizica
urban,industrial,393,8641,6017,nu,zilnic,greu,nu,mediu,firma_curatenie
periurban,horeca,35,1067,4075,nu,saptamanal,medie,nu,mediu,horeca
urban,firm_curatenie,180,24038,1088,nu,zilnic,usoara,nu,ridicat,firma_curatenie
urban,retail,49,3399,1556,nu,lunar,usoara,nu,ridicat,persoana_fizica
urban,horeca,111,8449,3386,da,saptamanal,medie,da,mediu,horeca
urban,retail,82,8404,2627,nu,zilnic,medie,nu,scazut,firma_curatenie
urban,firm_curatenie,23,4506,2773,da,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,85,16441,1223,da,zilnic,medie,nu,mediu,firma_curatenie
urban,industrial,132,11759,3018,da,ocazional,medie,da,mediu,firma_curatenie
rural,persoana_fizica,2,120,182,da,saptamanal,medie,nu,scazut,persoana_fizica
urban,retail,8,539,1220,da,ocazional,medie,nu,ridicat,persoana_fizica
urban,horeca,111,6778,2636,da,saptamanal,greu,nu,scazut,firma_curatenie
periurban,persoana_fizica,1,111,116,nu,ocazional,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,1,125,233,nu,zilnic,medie,nu,scazut,persoana_fizica
urban,persoana_fizica,2,205,125,da,zilnic,medie,da,ridicat,horeca
periurban,persoana_fizica,1,87,220,da,lunar,usoara,da,scazut,persoana_fizica
rural,persoana_fizica,4,200,316,nu,zilnic,usoara,da,mediu,persoana_fizica
urban,horeca,27,2745,3642,da,lunar,usoara,nu,scazut,horeca
rural,horeca,58,4338,3263,da,saptamanal,usoara,da,mediu,horeca
urban,retail,71,8016,863,da,lunar,usoara,da,ridicat,firma_curatenie
urban,firm_curatenie,63,8712,3389,da,ocazional,greu,da,scazut,firma_curatenie
urban,persoana_fizica,4,521,289,nu,ocazional,medie,nu,ridicat,persoana_fizica
rural,firm_curatenie,7,685,1843,da,saptamanal,usoara,nu,ridicat,firma_curatenie
urban,persoana_fizica,2,231,169,nu,saptamanal,medie,nu,mediu,persoana_fizica
urban,persoana_fizica,1,64,134,da,ocazional,medie,nu,scazut,persoana_fizica
urban,firm_curatenie,149,2176,3789,nu,ocazional,usoara,da,ridicat,persoana_fizica
urban,firm_curatenie,171,22016,2783,nu,zilnic,usoara,nu,ridicat,firma_curatenie
urban,firm_curatenie,94,5450,1241,da,saptamanal,greu,da,ridicat,firma_curatenie
urban,persoana_fizica,4,548,287,da,zilnic,medie,nu,ridicat,horeca
urban,retail,57,8660,4106,da,ocazional,medie,da,mediu,firma_curatenie
urban,firm_curatenie,49,9017,1978,nu,zilnic,medie,da,mediu,firma_curatenie
urban,persoana_fizica,4,768,172,da,saptamanal,usoara,da,mediu,persoana_fizica
urban,horeca,5,59,1510,nu,lunar,medie,nu,mediu,horeca
urban,persoana_fizica,5,990,256,da,ocazional,medie,da,mediu,persoana_fizica
urban,industrial,476,66532,3718,da,lunar,medie,nu,ridicat,firma_curatenie
periurban,horeca,25,3306,2297,da,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,4,51,199,da,saptamanal,medie,nu,ridicat,persoana_fizica
urban,firm_curatenie,86,14932,1181,da,ocazional,usoara,nu,scazut,firma_curatenie
urban,firm_curatenie,175,6587,3528,da,lunar,medie,nu,mediu,firma_curatenie
urban,horeca,71,12005,4451,nu,lunar,medie,nu,mediu,horeca
urban,firm_curatenie,117,1515,2076,da,lunar,medie,nu,scazut,firma_curatenie
urban,persoana_fizica,4,530,131,nu,saptamanal,medie,da,mediu,persoana_fizica
urban,horeca,14,1296,1804,nu,lunar,usoara,nu,ridicat,horeca
urban,persoana_fizica,5,240,132,nu,zilnic,medie,nu,mediu,persoana_fizica
urban,firm_curatenie,72,2191,769,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,32,2995,3484,da,ocazional,usoara,nu,mediu,horeca
urban,persoana_fizica,5,167,148,da,zilnic,usoara,nu,mediu,horeca
urban,industrial,125,12803,2901,nu,saptamanal,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,55,7083,1186,nu,saptamanal,usoara,nu,mediu,firma_curatenie
urban,retail,55,9196,3704,nu,zilnic,usoara,nu,mediu,horeca
urban,persoana_fizica,4,555,139,da,lunar,medie,da,mediu,persoana_fizica
urban,persoana_fizica,1,22,301,nu,lunar,greu,da,mediu,persoana_fizica
periurban,persoana_fizica,4,273,176,nu,zilnic,medie,nu,mediu,firma_curatenie
urban,firm_curatenie,199,12878,754,da,saptamanal,greu,da,scazut,firma_curatenie
urban,firm_curatenie,78,14340,2469,nu,saptamanal,medie,da,ridicat,firma_curatenie
periurban,persoana_fizica,2,349,270,da,zilnic,medie,nu,scazut,firma_curatenie
rural,horeca,27,2168,1712,da,lunar,medie,nu,scazut,horeca
urban,industrial,283,6656,5189,da,saptamanal,usoara,nu,mediu,firma_curatenie
urban,horeca,133,23924,3477,nu,lunar,usoara,nu,mediu,firma_curatenie
